STATE ID,DAM NAME,OTHER  NAME,NID,NO STRUCTURES,OTHER STRUCT ID,LONGITUDE,LATITUDE,COUNTY,CITY/TOWN,RIVER/STREAM,YR COMPLETED,PURPOSES,DRINKING WATER,DAM TYPE,LENGTH (FT),HT (FT) EST,HT (FT),STRUCT HT(FT),HYD HT(FT),SPILL W(FT),SPILL HT(FT),SPILL MAX D(FT),NORM STOR(AC-FT),MAX STOR(AC-FT),NORM SURF AREA(AC),DRN AREA(SQ MI),SW MAX (CFS),OUTMAX(CFS),FRESHET(CFS),HIST HAZARD,HIST SOURCE,HAZARD,HAZARD SOURCE,COMMENT,REGULATED,ACTIVE,PERMIT AUTHORITY,INSP AUTHORITY,ENFORCE AUTHORITY,SIZE,DS JURISDICTION,STATE REGULATORY AGENCY,FED REGULATORY AGENCY,YR MODIFIED,SPILL TYPE,OUTLET GATES,NEAREST CITY/TOWN,DIST TO CITY/TOWN,NON-FED ON FED PROP,NRCS
166,CURRAN UPPER RESERVOIR,J.L. CURRAN RESERVOIR,RI00702,,,-71.55107119,41.75054932,PROVIDENCE,CRANSTON,CLARKE BROOK,1902,FR,,"EARTH,MASONRY",1200,,27,29,22,47,5,3.5,390,500,32,1,923,200,480,SIGNIFICANT,ACOE-1980,HIGH,"ACOE 1980, RIDEM DEF & GZA UMAP 2008",,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,CRANSTON,1,N,
167,FLAT RIVER RESERVOIR,JOHNSON'S POND,RI00601,,,-71.59472653,41.69443512,KENT,COVENTRY,PAWTUXET RIVER-SOUTH BRANCH,1873,R,,"GRAVITY,EARTH",750,,20,24,9,175,9,7.1,4195,12650,950,58,12000,1012,5370,HIGH,ACOE-1981,HIGH,ACOE 1981 (NEED MAP FROM OWNER),,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,COVENTRY,2,N,
168,OAK SWAMP RESERVOIR,,RI01601,,,-71.53818517,41.8257561,PROVIDENCE,JOHNSTON,DRY BROOK,1865,R,,"MASONRY,GRAVITY,EARTH",1310,,7,20,8,19,8,2,556,720,107,1,540,0,145,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JOHNSTON,3,N,
169,ALMY RESERVOIR,,RI01606,,,-71.52053837,41.81468578,PROVIDENCE,JOHNSTON,DRY BROOK,1865,O,,"ROCKFILL,MASONRY,EARTH",950,,33,,,96,27,6,694,1030,56,2,2700,0,173,SIGNIFICANT,ACOE-1980,HIGH,"ACOE 1980, RIDEM DEF & GZA UMAP 2008",,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,JOHNSTON,2,N,
170,SIMMONS UPPER RESERVOIR,,RI01602,,,-71.51953124,41.79708863,PROVIDENCE,JOHNSTON,CEDAR SWAMP BROOK,1865,D,,"MASONRY,GRAVITY,EARTH",650,,16,16,12,25,12,2.5,384,430,48,3,375,83,351,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JOHNSTON,2,N,
171,SIMMONS LOWER RESERVOIR,,RI01607,,,-71.50913243,41.79114913,PROVIDENCE,JOHNSTON,CEDAR SWAMP BROOK,1865,O,,"GRAVITY,EARTH",1200,,10,12,10,62,10,1.6,264,317,49,4,438,98,516,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,JOHNSTON,2,N,
172,CRANSTON PRINT WORKS POND,,RI00701,,,-71.45970919,41.79346467,PROVIDENCE,CRANSTON,POCASSET RIVER,1825,O,,"MASONRY,GRAVITY,EARTH",350,,17,17,14,100,14,3,180,255,25,18,1715,182,1584,HIGH,ACOE-1980,HIGH,ACOE 1980 & GZA UMAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,CRANSTON,1,N,
174,MASHAPAUG POND,,RI04281,,,-71.43058774,41.78973006,PROVIDENCE,PROVIDENCE,MASHAPAUG BROOK,,R,,"EARTH,CONCRETE",200,4,5,5,3,5.5,3,1.5,602,670,86,2,38,0,325,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,PROVIDENCE,0,N,
175,QUIDNICK RESERVOIR,,RI00602,,,-71.67772671,41.68548203,KENT,COVENTRY,QUIDNICK BROOK,1875,R,,"MASONRY,GRAVITY,EARTH",700,,11,14,10,30,10,2,684,750,171,3,495,0,390,LOW,,SIGNIFICANT,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,COVENTRY,3,N,
176,COVENTRY RESERVOIR,STUMP POND,RI00603,,,-71.63659672,41.70088578,KENT,COVENTRY,QUIDNICK BROOK,1875,R,,"ROCKFILL,MASONRY,GRAVITY,EARTH",360,,12,15,12,50,12,3,782,848,171,3,970,0,848,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,COVENTRY,0,N,
177,TIOGUE LAKE,,RI00604,,,-71.55078797,41.68480367,KENT,COVENTRY,TIOGUE RIVER,1875,R,,"MASONRY,GRAVITY,EARTH",1400,,9,15,14,30,7,1.3,1335,1468,267,2,210,50,325,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,MEDIUM,Y,DS,,,,,COVENTRY,1,N,
178,SPRING LAKE,MISHNOCK SWAMP,RI04040,,,-71.58076476,41.67914961,KENT,COVENTRY,MISHNOCK RIVER,,O,,"EARTH,CONCRETE",,3.5,7,7,2,6,1.5,5,3,10,4,3,,0,368,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,1,N,
180,HOPKINS MILL POND,,RI01203,,,-71.70793915,41.82405092,PROVIDENCE,FOSTER,PONAGANSET RIVER,1865,O,,"ROCKFILL,EARTH",120,10,5,9,4,,3,,50,109,,13,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,FOSTER,0,N,
181,RATHBON POND,,RI04359,,,-71.61909486,41.60261153,KENT,WEST GREENWICH,CONGDON RIVER,,O,,EARTH,270,,8,8,6,7,6,,12,15,4,3,70,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
182,MONEY SWAMP POND,,RI04120,,,-71.61532591,41.59348677,WASHINGTON,EXETER,CONGDON RIVER,,,,,130,7,8,8,7,3,7,0.8,6,8,2,1,10,0,90,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,1,N,
183,TARBOX POND,,RI03701,,,-71.57351685,41.63638304,KENT,WEST GREENWICH,CARR RIVER,1885,R,,"EARTH,GRAVITY,CONCRETE",113,10,9,11,9,8,7,1,210,255,30,2,576,0,312,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
184,CARR POND,,RI03703,,,-71.55819707,41.63066101,KENT,WEST GREENWICH,CARR RIVER,1885,R,,"GRAVITY,EARTH",100,,6,8,6,0,6,0,1320,1520,80,1,0,40,90,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,MEDIUM,Y,W,,,,,WEST GREENWICH,0,N,
185,BLACK ROCK RESERVOIR,,RI00610,2,DIKE LOW HAZARD,-71.55370333,41.72004318,KENT,COVENTRY,BLACKROCK BROOK,1885,R,,"MASONRY,GRAVITY,EARTH",280,9.5,11,11,8,12,8,3,100,150,17,1,262,12,131,LOW,,HIGH,GZA 2007,DIKE LOW HAZARD,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,WEST WARWICK,1,N,
186,UPPER POND,BREEZY LAKE,RI00609,,,-71.5537109,41.70465471,KENT,COVENTRY,NORTHRUP BROOK,1900,R,,"GRAVITY,EARTH",300,5.5,6,13,11,5.5,4,1.5,40,50,15,0,35,0,61,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,COVENTRY,1,N,
187,MIDDLE POND,,RI00611,,,-71.55402369,41.70004273,KENT,COVENTRY,NORTHRUP BROOK,1960,R,,EARTH,135,8,10,10,8,10,8,2,40,50,8,1,100,0,90,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,COVENTRY,1,N,
188,MILLBROOK POND,HOPKINS POND,RI01101,,,-71.62298585,41.59480285,WASHINGTON,EXETER,CONGDON RIVER,1895,R,,"ROCKFILL,EARTH",95,8,7,8,6,12,7,1.5,175,234,35,2,75,40,312,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,1,N,
189,YARD POND,,RI04358,,,-71.63976292,41.62905502,KENT,WEST GREENWICH,NOOSENECK RIVER,,O,,"EARTH,MASONRY",160,6,6,6,4,10,3.5,1,10,12,4,0,30,2,47,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
191,COVENTRY CENTER POND LOWER,,RI04042,,,-71.63600155,41.70397949,KENT,COVENTRY,QUIDNICK BROOK,,O,,"MASONRY,EARTH",180,6.5,9,,,15,8,1.7,8,10,2,8,138,,850,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,0,N,
192,FISKEVILLE,,RI04569,,,-71.54959,41.73249,PROVIDENCE,SCITUATE,PAWTUXET RIVER,,,,,0,11,13.5,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
193,NOOSENECK MILL,,RI04570,,,-71.62875,41.62631,KENT,WEST GREENWICH,NOOSENECK RIVER,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
194,CROMPTON UPPER,,RI04043,,,-71.53431702,41.68246458,KENT,COVENTRY,PAWTUXET RIVER-SOUTH BRANCH,,O,,"MASONRY,EARTH",200,8.5,11,11,8,150,7.5,3,12,18,3,70,3400,,4663,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,1,N,
195,QUIDNICK POND LOWER,,RI04044,,,-71.5399094,41.69053649,KENT,COVENTRY,PAWTUXET RIVER-SOUTH BRANCH,,O,,"EARTH,MASONRY",150,,8,9,6,175,6,2.5,15,18,4,69,2700,1500,4623,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,1.5,N,
196,FLAT TOP,,RI04571,,,-71.52826,41.67823,KENT,WEST WARWICK,HAWKINSON BROOK,,,,,0,6,8,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,,Y,W,,,,,,,N,
197,SEARLES CAPWELL POND,,RI04045,,,-71.5527039,41.69703293,KENT,COVENTRY,NORTHRUP BROOK,,,,,,6,6,6,5,,5,,33,49,13,,,,,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,COVENTRY,1,N,
198,CURRAN LOWER RESERVOIR,SPRING LAKE,RI00703,,,-71.54538729,41.74174502,PROVIDENCE,CRANSTON,CLARKE BROOK,1950,FR,,"GRAVITY,EARTH",1300,,17,17,17,50,3,2.5,200,250,20,1,650,17,598,SIGNIFICANT,ACOE-1981,HIGH,"ACOE 1981, RIDEM DEF & GZA UMAP 2008",,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,CRANSTON,1,N,
200,HAZARD POND,,RI04357,,,-71.78206636,41.6264534,KENT,WEST GREENWICH,FALLS RIVER,,O,,"EARTH,MASONRY",130,6,7,7,6,22,6,1,170,238,68,10,100,60,690,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,WEST GREENWICH,0,N,
201,TILLINGHAST POND,,RI04356,,,-71.75881958,41.64912795,KENT,WEST GREENWICH,CONEY BROOK,,O,,EARTH,100,4,3.5,3,2,4,2.5,1,208,234,52,0,40,,90,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
203,HUDSON POND,,RI04354,,,-71.75975037,41.62907027,KENT,WEST GREENWICH,KELLEY BROOK,,O,,"EARTH,CONCRETE",90,10,11,11,8,6,8.5,2.5,34,44,10,4,80,120,455,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
205,PRATT POND,,RI04128,,,-71.75769046,41.5787506,WASHINGTON,EXETER,PARRISS BROOK,,,,,320,8,8,8,6,35.5,5,1.75,8,11,2,3,245,15,392,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
206,TIPPECANSETT POND,,RI04352,,,-71.77893828,41.59983062,KENT,WEST GREENWICH,PARRIS BROOK,,O,,EARTH,100,5,4,4,3,,,,140,168,56,1,,,204,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
207,EISENHOWER LAKE,K A LOUTTIT LOWER POND,RI03702,,,-71.71921534,41.61701584,KENT,WEST GREENWICH,ACID FACTORY BK,1931,R,,"GRAVITY,EARTH",450,,14,15,10,28,10,3.3,280,340,56,4,572,357,525,LOW,,LOW,GZA 2004,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
208,DEXTER POND,,RI04129,,,-71.75981903,41.56315613,WASHINGTON,EXETER,WOODY HILL BROOK,,,,,150,7,6,,,9,3,3,3,6,1,1,266,,108,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
210,OLD MILL POND #1,LEWIS CITY POND,RI04351,,,-71.71971892,41.60022353,KENT,WEST GREENWICH,FLAT RIVER,,R,,EARTH,,,5,5,3,,3,,2,3,1,8,,,547,LOW,,LOW,RIDEM 2006,,N,Y,N,N,N,SMALL,N,W,,,,,WEST GREENWICH,0,N,
211,OLD MILL POND #2,PHILLIPS POND,RI04350,,,-71.7323074,41.62136078,KENT,WEST GREENWICH,PHILLIPS BROOK,,O,,"EARTH,MASONRY,CONCRETE",290,5,6.2,6,4,12,4,2,10,14,3,2,117,17,238,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,WEST GREENWICH,0,N,
212,KNOX FARM POND,,RI04364,,,-71.72036746,41.63216399,KENT,WEST GREENWICH,ACID FACTORY BROOK,,P,,"EARTH,MASONRY",760,9,5.5,6,2,27,2.5,2,3,6,2,1,228,27,255,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,WEST GREENWICH,0,N,
213,OLD MILL NO. 3,,RI04572,,,-71.69346,41.63262,KENT,WEST GREENWICH,BREAKHEART BROOK,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,,W,,,,,,,N,
214,BREAKHEART POND,,RI01102,,,-71.70329282,41.59545899,WASHINGTON,EXETER,BREAKHEART BROOK,1900,FR,,"EARTH,GRAVITY,CONCRETE",300,12.5,13,15,13,41,12,3.5,250,300,48,6,964,86,964,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,EXETER,1,N,Y
215,BARBERVILLE POND,,RI04387,,,-71.69618,41.54084,WASHINGTON,HOPKINTON / RICHMOND,WOOD RIVER,1882,FR,,MASONRY,125,9,11,11,6,92,6,2.8,120,184,21,55,1523,0,1589,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
216,WYOMING UPPER,,RI01401,,,-71.70340729,41.51592255,WASHINGTON,HOPKINTON / RICHMOND,WOOD RIVER,1885,FR,,"MASONRY,GRAVITY,EARTH",310,,11,15,13,206,14,2.5,385,444,74,59,2290,0,1700,SIGNIFICANT,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
217,WYOMING POND LOWER,,,,,0,0,,HOPKINTON,WOOD RIVER,0,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,,Y,N,N,N,,,W,,,,,,,,
218,AUSTIN FARM POND,TROUT POND,RI04121,,,-71.66745763,41.59354783,WASHINGTON,EXETER,ROARING BROOK,,P,,EARTH,200,8,8,,,35,6.5,,10,12,4,1,162,,100,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
219,BOONE LAKE,,RI01103,,,-71.67799372,41.58201219,WASHINGTON,EXETER,ROARING BROOK,1885,R,,"MASONRY,GRAVITY,EARTH",265,,21,18,16,72,19,1.5,295,360,47,2,472,348,358,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,EXETER,0,N,
220,BARBERVILLE MILL POND,,RI04122,,,-71.68112942,41.56049348,WASHINGTON,EXETER,ROARING BROOK,,R,,EARTH,300,6,5,5,3,10,3,2,8,12,4,5,100,0,535,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,EXETER,0,N,
221,BROWNING MILL POND,ACADIA POND,RI01104,,,-71.69290925,41.55834581,WASHINGTON,EXETER,ROARING BROOK,1885,FR,,"EARTH,MASONRY",800,12,11,13,10,63,10,4.7,160,260,46,6,2250,105,559,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,1,N,Y
222,MOSCOW POND,,,,,0,0,,HOPKINTON,MOSCOW BROOK,0,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,,Y,N,N,N,,,W,,,,,,,,
223,CENTERVILLE POND,,RI04187,,,-71.74738314,41.52271272,WASHINGTON,HOPKINTON,MOSCOW BROOK,1846,O,,"EARTH,CONCRETE,MASONRY",360,20,13,14,10,42,10,2,10,14,2,6,420,176,560,LOW,,LOW,GZA 2007,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,2,N,
224,ROCKVILLE POND,,RI04188,,,-71.75774386,41.52070617,WASHINGTON,HOPKINTON,MOSCOW BROOK,,O,,"EARTH,MASONRY",740,8,8,8,4,14,4.5,2.4,10,15,3,3,175,120,439,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,3,N,
225,WINCHECK POND,,RI01402,,,-71.76230622,41.52031327,WASHINGTON,HOPKINTON,MOSCOW BROOK,1885,R,,"GRAVITY,EARTH",190,8,8,9,8,21,8,1.5,480,650,150,3,135,348,362,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
226,YAWGOOG POND,,RI01403,,,-71.78054581,41.5170951,WASHINGTON,HOPKINTON,WINCHECK BROOK,1885,R,,"EARTH,ROCKFILL",250,,14,17,14,9,14,2,924,990,150,2,175,175,256,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,1,N,
227,ASHVILLE POND,,RI01404,,,-71.75112154,41.49976351,WASHINGTON,HOPKINTON,BLUE POND BROOK,1885,R,,"ROCKFILL,EARTH",250,11,9,10,9,4,9,3,116,150,32,0,288,288,72,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,1,N,
228,LOWER MILL POND,,RI04189,,,-71.74923707,41.492733,WASHINGTON,HOPKINTON,BLUE POND BROOK,1889,O,,"EARTH,MASONRY",290,14,7,8,4,9,4.5,0.5,6,7,2,4,99,218,456,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,HOPKINTON,0,N,
229,BLUE POND,,RI01405,,,-71.74725341,41.50568773,WASHINGTON,HOPKINTON,BLUE POND BROOK,1885,FR,,"GRAVITY,EARTH",1000,9,13,13,12,6,12,2,440,550,92,2,78,0,225,LOW,,SIGNIFICANT,GZA 2007,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,1,N,
230,DECAPPETT POND,,RI04284,,,-71.64060208,41.52132798,WASHINGTON,RICHMOND,BEAVER RIVER,,O,,EARTH,,6,5,5,,,,,3,4,1,6,,,564,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,RICHMOND,0,N,
231,JAMES POND,,RI01105,,,-71.64144901,41.57463072,WASHINGTON,EXETER,BEAVER RIVER,1885,O,,"ROCKFILL,EARTH",380,6,9,9,7,10,7,2,86,106,24,1,60,0,204,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
232,TUG HOLLOW POND,,RI04285,,,-71.64636989,41.5599327,WASHINGTON,RICHMOND,BEAVER RIVER,,P,,"EARTH,CONCRETE,MASONRY",170,8.5,9,9,6,10,6.5,2,5,7,2,2,92,0,330,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,RICHMOND,0,N,
233,GLEN ROCK LOWER POND,,RI04341,,,-71.60660556,41.51663972,WASHINGTON,SOUTH KINGSTOWN,GLEN ROCK BROOK,,O,,"EARTH,ROCKFILL",140,12.5,9,10,5,30,5.2,3.5,2,5,1,3,773,5,405,LOW,,LOW,GZA 2007 & RIDEM 2008,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,0,N,
234,GLEN ROCK MIDDLE POND,,RI04340,,,-71.6070251,41.51834869,WASHINGTON,SOUTH KINGSTOWN,GLEN ROCK BROOK,,O,,"EARTH,MASONRY",100,15,8,8,6,10,6,2,4,5,1,3,90,0,405,LOW,,LOW,GZA 2007 & RIDEM 2008,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,0,N,
235,GLEN ROCK UPPER POND,,RI04339,,,-71.60751339,41.51925277,WASHINGTON,SOUTH KINGSTOWN,GLEN ROCK BROOK,,O,,EARTH,100,7,8,8,6,12,6,2,12,15,4,3,100,0,405,LOW,,LOW,GZA 2007 & RIDEM 2008,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,0,N,
236,GLEN ROCK RESERVOIR,USQUEPAUG,RI03203,,,-71.60816958,41.50386046,WASHINGTON,SOUTH KINGSTOWN,USQUEPAUG RIVER,1860,OR,,"ROCKFILL,EARTH",300,8.5,7,8,7,106,6,1,110,125,15,33,371,335,1202,LOW,,SIGNIFICANT,GZA MAP 2008 & MARCH 2010 RAIN,,Y,Y,N,Y,N,SMALL,Y,W,,,,,SOUTH KINGSTOWN,0,N,
237,RODMAN SAWMILL POND,,RI04560,,,-71.54626,41.59767,WASHINGTON,EXETER,QUEEN RIVER,2001,,,EARTH,0,,0,0,0,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,SMALL,,W,,,,,NORTH KINGSTOWN,,N,
238,EDWARD'S POND,EXETER HOLLOW POND,RI04123,,,-71.54112243,41.58156205,WASHINGTON,EXETER,QUEEN RIVER,,,,,440,7,9.3,,,33,7.7,1.6,10,16,4,2,245,70,275,LOW,,SIGNIFICANT,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,EXETER,0,N,
239,SLOCUM RESERVOIR,THE RESERVOIR,RI01108,,,-71.52001185,41.539917,WASHINGTON,EXETER,CHIPUXET RIVER,1855,R,,"ROCKFILL,MASONRY,EARTH",220,8,8,8,7,38,6,1.6,60,70,18,2,281,50,348,LOW,,HIGH,GZA MAP 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,EXETER,1,N,
240,YORKER MILL POND,SLOCUM DAM / YAWGOO MILL POND,RI01109,,,-71.52324576,41.52170647,WASHINGTON,EXETER,CHIPUXET RIVER,1855,OR,,"ROCKFILL,EARTH",350,,12,12,10,34,10,1.5,84,100,14,4,236,236,462,LOW,,HIGH,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,EXETER,1,N,
241,GRINNELL UPPER POND,,RI04124,,,-71.57074734,41.58531191,WASHINGTON,EXETER,FISHERSVILLE BROOK,,,,,,7,7,,,19,4,2.9,15,30,5,4,361,,484,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
242,GRINNELL LOWER POND,,RI04125,,,-71.57093049,41.58127592,WASHINGTON,EXETER,FISHERSVILLE BROOK,,,,,75,8,8.8,8,6,27,6.5,2.3,9,15,3,4,365,,494,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
243,DOLLY POND,FISHERSVILLE POND,RI04126,,,-71.57492828,41.56591032,WASHINGTON,EXETER,SODOM BROOK,,R,,EARTH,270,7.5,9,9,8,16,7.8,1.5,35,50,9,2,91,10,247,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,EXETER,0,N,
244,SHERMAN SHINGLE MILL POND,,RI04127,,,-71.60458372,41.56001663,WASHINGTON,EXETER,LOCKE BROOK,,O,,"EARTH,ROCKFILL",150,10,6,6,4,6,4,1.5,2,3,0,1,40,0,204,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,EXETER,0,N,
245,HOPE VALLEY MILL POND,MECHANIC ST; OLD STONE,RI04190,,,-71.71633912,41.50313188,WASHINGTON,HOPKINTON / RICHMOND,WOOD RIVER,1750,FR,,"EARTH,MASONRY,CONCRETE",140,14,15,15,12,94,12,3.2,31,47,9,73,2190,,1966,LOW,,LOW,GZA MAP 2008 & RIDEM 2008,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,HOPKINTON,0,N,
246,WOODVILLE POND,,RI01406,,,-71.71895602,41.4599495,WASHINGTON,HOPKINTON / RICHMONE,WOOD RIVER,1933,R,,"ROCKFILL,EARTH",178,8,10,12,9,83,7,2.4,97,150,27,85,1104,66,2175,LOW,,LOW,RIDEM 2006,,Y,Y,N,N,N,SMALL,N,W,,,,,HOPKINTON,0,N,
247,ALTON POND,WOOD RIVER POND,RI01407,,,-71.7214966,41.43777466,WASHINGTON,HOPKINTON / RICHMOND,WOOD RIVER,1920,OR,,"ROCKFILL,EARTH",550,,19,18,15,113,12,6,318,424,53,87,5630,567,2180,LOW,,SIGNIFICANT,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,RICHMOND,0,N,
248,KENYON MILL POND,,RI04286,,,-71.62580869,41.44577406,WASHINGTON,CHARLESTOWN / RICHMOND,PAWCATUCK RIVER,,O,,"EARTH,MASONRY",395,9,8,8,7,100,7,1,31,36,9,80,300,0,1043,LOW,,LOW,RIDEM 2006,,Y,Y,N,Y,N,SMALL,Y,W,,,,,RICHMOND,0,N,
249,HORSESHOE FALLS,SHANNOCK,RI02901,,,-71.63639835,41.44766234,WASHINGTON,CHARLESTOWN / RICHMOND,PAWCATUCK RIVER,1885,O,,"ROCKFILL,MASONRY,EARTH",121,,13,13,10,97,16,2,196,207,12,93,1067,100,1159,LOW,,SIGNIFICANT,GZA 2004,,Y,Y,Y,Y,Y,SMALL,Y,DS,,,,,RICHMOND,0,N,
251,BURDICKVILLE,,RI04573,,,-71.72915,41.41703,WASHINGTON,CHARLESTOWN/HOPKINTON,PAWCATUCK RIVER,,,,,0,,,0,,,,,0,0,0,0,0,,,LOW,,LOW,RIDEM 2006,,UNK,Y,N,N,N,,N,W,,,,,,,N,
